start_node,end_node,length_m,street_id,street_name,highway_type,pipe_type,building_served,temperature_c,flow_direction,follows_street
"(456523.4406679614, 5734664.422555216)","(456526.10386286926, 5734693.084493316)",28.78540086176702,801,Street_801,residential,return,1750,40,building_to_plant,True
"(456526.10386286926, 5734693.084493316)","(456498.5937893351, 5734693.989486766)",27.524955204316576,986,Street_986,residential,return,1750,40,building_to_plant,True
"(456498.5937893351, 5734693.989486766)","(456466.39116483286, 5734694.979697517)",32.21784508876982,986,Street_986,residential,return,1750,40,building_to_plant,True
"(456475.0918833298, 5733769.234609032)","(456403.4307550562, 5733672.833014946)",120.11904365125183,384,Street_384,residential,return,1751,40,building_to_plant,True
"(456498.8042482329, 5734888.464694444)","(456480.00054571196, 5734879.26207206)",20.934839078347444,762,Street_762,residential,return,1758,40,building_to_plant,True
"(456480.00054571196, 5734879.26207206)","(456457.79930889106, 5734864.260710935)",26.794323129809456,762,Street_762,residential,return,1758,40,building_to_plant,True
"(456457.79930889106, 5734864.260710935)","(456435.0379728789, 5734843.569568558)",30.760393202008252,762,Street_762,residential,return,1758,40,building_to_plant,True
"(456435.0379728789, 5734843.569568558)","(456411.80681344966, 5734818.856246678)",33.91806372343306,762,Street_762,residential,return,1758,40,building_to_plant,True
"(456411.80681344966, 5734818.856246678)","(456393.7938698236, 5734803.785531743)",23.486008318113136,762,Street_762,residential,return,1758,40,building_to_plant,True
"(456393.7938698236, 5734803.785531743)","(456380.2186856634, 5734794.293292961)",16.56466788331448,762,Street_762,residential,return,1758,40,building_to_plant,True
"(456380.2186856634, 5734794.293292961)","(456367.9480997008, 5734787.214489914)",14.166041523732325,762,Street_762,residential,return,1758,40,building_to_plant,True
"(456367.9480997008, 5734787.214489914)","(456354.33046386536, 5734781.593321562)",14.732193977301643,762,Street_762,residential,return,1758,40,building_to_plant,True
"(456481.8271717447, 5733891.990937174)","(456413.6497383993, 5733803.077905145)",112.04324915983092,1092,Street_1092,residential,return,1777,40,building_to_plant,True
"(456488.2373006566, 5733987.533362454)","(456505.19289529626, 5734016.550049408)",33.6074442854765,691,Street_691,residential,return,1781,40,building_to_plant,True
"(456505.19289529626, 5734016.550049408)","(456487.32838796836, 5734026.9370877035)",20.664732919004756,321,Street_321,residential,return,1781,40,building_to_plant,True
"(456487.32838796836, 5734026.9370877035)","(456485.31500507484, 5734030.391337337)",3.9981934928532903,321,Street_321,residential,return,1781,40,building_to_plant,True
"(456485.31500507484, 5734030.391337337)","(456483.37836088764, 5734031.542568415)",2.2529810704374995,321,Street_321,residential,return,1781,40,building_to_plant,True
"(456447.9376785788, 5734500.562211088)","(456408.17083414004, 5734491.396636628)",40.809431162440006,810,Street_810,residential,return,1782,40,building_to_plant,True
"(456408.17083414004, 5734491.396636628)","(456392.301435647, 5734539.060531249)",50.23628826888793,810,Street_810,residential,return,1782,40,building_to_plant,True
"(456392.301435647, 5734539.060531249)","(456225.18136723933, 5734493.92979656)",173.1066159284598,810,Street_810,residential,return,1782,40,building_to_plant,True
"(456225.18136723933, 5734493.92979656)","(456223.8102314262, 5734492.618139949)",1.8974868862055165,952,Street_952,residential,return,1782,40,building_to_plant,True
"(456223.8102314262, 5734492.618139949)","(456218.13713101053, 5734491.088075225)",5.875811976594932,952,Street_952,residential,return,1782,40,building_to_plant,True
"(456218.13713101053, 5734491.088075225)","(456213.1878267514, 5734491.831836328)",5.004876944289169,952,Street_952,residential,return,1782,40,building_to_plant,True
"(456213.1878267514, 5734491.831836328)","(456180.8410932891, 5734483.548934815)",33.390382195267875,952,Street_952,residential,return,1782,40,building_to_plant,True
"(456180.8410932891, 5734483.548934815)","(456179.6123251944, 5734488.28669696)",4.8945133742669,982,Street_982,residential,return,1782,40,building_to_plant,True
"(456505.3424233405, 5734459.746883577)","(456464.1358570817, 5734456.521596223)",41.332597079717075,810,Street_810,residential,return,1787,40,building_to_plant,True
"(456464.1358570817, 5734456.521596223)","(456447.9376785788, 5734500.562211088)",46.925011928401936,810,Street_810,residential,return,1787,40,building_to_plant,True
"(456490.39800687344, 5734116.958276048)","(456489.159284301, 5734091.832141798)",25.156650332988637,1004,Street_1004,residential,return,1805,40,building_to_plant,True
"(456489.159284301, 5734091.832141798)","(456482.13375807274, 5734086.409466689)",8.874876005697084,1004,Street_1004,residential,return,1805,40,building_to_plant,True
"(456482.13375807274, 5734086.409466689)","(456465.7433250111, 5734077.241622753)",18.780193246689418,1004,Street_1004,residential,return,1805,40,building_to_plant,True
"(456502.25987519574, 5734116.510992381)","(456490.39800687344, 5734116.958276048)",11.870298343970966,860,Street_860,residential,return,1806,40,building_to_plant,True
"(456487.4871640417, 5734205.062475017)","(456483.19395769335, 5734117.231859957)",87.93547954403037,570,Street_570,residential,return,1810,40,building_to_plant,True
"(456483.19395769335, 5734117.231859957)","(456468.1081224612, 5734118.430022868)",15.13334130370673,573,Street_573,residential,return,1810,40,building_to_plant,True
"(456519.2249904312, 5734008.398421058)","(456505.19289529626, 5734016.550049408)",16.228023250892146,601,Street_601,residential,return,1826,40,building_to_plant,True
"(456535.25155043014, 5734184.907493879)","(456532.4495847323, 5734113.002511764)",71.95955436737215,973,Street_973,residential,return,1828,40,building_to_plant,True
"(456532.4495847323, 5734113.002511764)","(456502.25987519574, 5734116.510992381)",30.39289387571437,860,Street_860,residential,return,1828,40,building_to_plant,True
"(456494.116757398, 5733694.093515378)","(456443.3823257512, 5733590.870487571)",115.01728576308491,949,Street_949,residential,return,1832,40,building_to_plant,True
"(456521.4992055473, 5734007.96725121)","(456519.2249904312, 5734008.398421058)",2.3147271616590848,601,Street_601,residential,return,1848,40,building_to_plant,True
"(456570.08527527656, 5733893.965095564)","(456475.0918833298, 5733769.234609032)",156.78468925248504,343,Street_343,residential,return,1852,40,building_to_plant,True
"(456535.097769199, 5734284.633118006)","(456528.8158665986, 5734286.155521594)",6.463746047304449,1105,Street_1105,residential,return,1856,40,building_to_plant,True
"(456528.8158665986, 5734286.155521594)","(456515.1234497811, 5734296.784520529)",17.333721373957605,1105,Street_1105,residential,return,1856,40,building_to_plant,True
"(456515.1234497811, 5734296.784520529)","(456507.8706055, 5734298.571153896)",7.4696592260137304,1105,Street_1105,residential,return,1856,40,building_to_plant,True
"(456507.8706055, 5734298.571153896)","(456479.63440169365, 5734293.976856094)",28.60753008717051,1105,Street_1105,residential,return,1856,40,building_to_plant,True
"(456479.63440169365, 5734293.976856094)","(456474.036807519, 5734289.220324251)",7.345587499829721,1105,Street_1105,residential,return,1856,40,building_to_plant,True
"(456540.148051867, 5734033.254520248)","(456475.54645641806, 5734070.995012853)",74.81785159082084,988,Street_988,residential,return,1858,40,building_to_plant,True
"(456475.54645641806, 5734070.995012853)","(456465.7433250111, 5734077.241622753)",11.624178277477634,1002,Street_1002,residential,return,1858,40,building_to_plant,True
"(456526.6577260837, 5734226.4685950205)","(456473.77105868305, 5734216.959752593)",53.734697105823486,971,Street_971,residential,return,1859,40,building_to_plant,True
"(456543.1090961283, 5734108.405891846)","(456532.4495847323, 5734113.002511764)",11.608363272768504,927,Street_927,residential,return,1865,40,building_to_plant,True
"(456550.7202702714, 5733792.917505654)","(456640.3607607311, 5733747.59931034)",100.4447925793056,505,Street_505,residential,return,1876,40,building_to_plant,True
"(456640.3607607311, 5733747.59931034)","(456587.6000473408, 5733649.152740414)",111.69341971517275,505,Street_505,residential,return,1876,40,building_to_plant,True
"(456587.6000473408, 5733649.152740414)","(456494.116757398, 5733694.093515378)",103.72462944212901,949,Street_949,residential,return,1876,40,building_to_plant,True
"(456592.8398057904, 5733923.855226435)","(456570.08527527656, 5733893.965095564)",37.565790054104234,652,Street_652,residential,return,1878,40,building_to_plant,True
"(456575.84679767425, 5734681.988695657)","(456556.33796015766, 5734690.3209291715)",21.21369502447204,986,Street_986,residential,return,1881,40,building_to_plant,True
"(456556.33796015766, 5734690.3209291715)","(456526.10386286926, 5734693.084493316)",30.360137114705818,986,Street_986,residential,return,1881,40,building_to_plant,True
"(456566.37978828803, 5734009.370642772)","(456477.86308437615, 5733894.182960672)",145.2701241787576,723,Street_723,residential,return,1891,40,building_to_plant,True
"(456574.30022412434, 5734012.906016095)","(456540.148051867, 5734033.254520248)",39.75465370445102,987,Street_987,residential,return,1901,40,building_to_plant,True
"(456617.2594800111, 5734068.526323524)","(456543.1090961283, 5734108.405891846)",84.1941767552078,926,Street_926,residential,return,1912,40,building_to_plant,True
"(456599.9213611281, 5734288.133640037)","(456535.097769199, 5734284.633118006)",64.91803851840486,1105,Street_1105,residential,return,1918,40,building_to_plant,True
"(456603.0588922535, 5734183.666380512)","(456543.1090961283, 5734108.405891846)",96.21912081101425,925,Street_925,residential,return,1922,40,building_to_plant,True
"(456580.51739636756, 5734013.441893739)","(456693.53387151787, 5734155.881987166)",181.82932621247247,678,Street_678,residential,return,1923,40,building_to_plant,True
"(456693.53387151787, 5734155.881987166)","(456702.6644851857, 5734166.937075495)",14.338168778335923,679,Street_679,residential,return,1923,40,building_to_plant,True
"(456702.6644851857, 5734166.937075495)","(456696.4459908247, 5734171.03913928)",7.4496039771394305,867,Street_867,residential,return,1923,40,building_to_plant,True
"(456696.4459908247, 5734171.03913928)","(456617.2594800111, 5734068.526323524)",129.53524960030333,866,Street_866,residential,return,1923,40,building_to_plant,True
"(456619.84592174046, 5733959.31456264)","(456592.8398057904, 5733923.855226435)",44.57235491686256,653,Street_653,residential,return,1931,40,building_to_plant,True
"(456602.5585854339, 5733513.652079779)","(456443.3823257512, 5733590.870487571)",176.91739357256063,946,Street_946,residential,return,1959,40,building_to_plant,True
"(456635.73180513084, 5734244.914506836)","(456526.6577260837, 5734226.4685950205)",110.62281131250057,972,Street_972,residential,return,1968,40,building_to_plant,True
"(456614.58063579537, 5733986.743493151)","(456574.30022412434, 5734012.906016095)",48.03112710698089,653,Street_653,residential,return,1972,40,building_to_plant,True
"(456641.6047637132, 5734291.27809189)","(456648.0929908559, 5734246.376330845)",45.36810814190055,296,Street_296,residential,return,1976,40,building_to_plant,True
"(456648.0929908559, 5734246.376330845)","(456635.73180513084, 5734244.914506836)",12.447322682560161,972,Street_972,residential,return,1976,40,building_to_plant,True
"(456617.0452498239, 5733988.379509151)","(456580.51739636756, 5734013.441893739)",44.2990654455512,678,Street_678,residential,return,1981,40,building_to_plant,True
"(456661.61404227593, 5734292.774193374)","(456668.2910858761, 5734248.938594683)",44.34120683821405,393,Street_393,residential,return,2010,40,building_to_plant,True
"(456668.2910858761, 5734248.938594683)","(456648.0929908559, 5734246.376330845)",20.359966562363038,392,Street_392,residential,return,2010,40,building_to_plant,True
"(456651.29871601897, 5733616.460053278)","(456587.6000473408, 5733649.152740414)",71.59840908534333,932,Street_932,residential,return,2014,40,building_to_plant,True
"(456708.1470443993, 5734185.62020529)","(456696.4459908247, 5734171.03913928)",18.695511245505312,865,Street_865,residential,return,2024,40,building_to_plant,True
"(456690.33122622134, 5734251.396114037)","(456668.2910858761, 5734248.938594683)",22.176726264578697,441,Street_441,residential,return,2029,40,building_to_plant,True
"(456706.6381044926, 5734323.207268103)","(456622.7514298465, 5734320.603664793)",83.9270691337336,746,Street_746,residential,return,2031,40,building_to_plant,True
"(456622.7514298465, 5734320.603664793)","(456473.56454372476, 5734305.652337527)",149.9342161673735,746,Street_746,residential,return,2031,40,building_to_plant,True
"(456473.56454372476, 5734305.652337527)","(456469.42225898826, 5734299.170365038)",7.692495705614928,689,Street_689,residential,return,2031,40,building_to_plant,True
"(456717.2482893031, 5734324.951255688)","(456706.6381044926, 5734323.207268103)",10.752558505327753,746,Street_746,residential,return,2044,40,building_to_plant,True
"(456733.7445486512, 5734124.88272183)","(456693.53387151787, 5734155.881987166)",50.77256155506832,677,Street_677,residential,return,2045,40,building_to_plant,True
"(456722.8709460292, 5734192.122632683)","(456713.9609060759, 5734181.021122311)",14.23489882329366,917,Street_917,residential,return,2047,40,building_to_plant,True
"(456713.9609060759, 5734181.021122311)","(456702.6644851857, 5734166.937075495)",18.05462543661714,918,Street_918,residential,return,2047,40,building_to_plant,True
"(456764.32158572663, 5734258.912989941)","(456708.1470443993, 5734185.62020529)",92.34398396941839,645,Street_645,residential,return,2050,40,building_to_plant,True
"(456743.23402504524, 5734160.037230182)","(456713.9609060759, 5734181.021122311)",36.01720731909409,920,Street_920,residential,return,2052,40,building_to_plant,True
"(456762.20536323986, 5734162.788373604)","(456722.8709460292, 5734192.122632683)",49.06827012445592,271,Street_271,residential,return,2059,40,building_to_plant,True
"(456774.0678131683, 5734257.29440358)","(456722.8709460292, 5734192.122632683)",82.87628687795193,272,Street_272,residential,return,2064,40,building_to_plant,True
"(456818.6732420317, 5734247.813459465)","(456807.853284225, 5734257.838648074)",14.750454012875103,272,Street_272,residential,return,2070,40,building_to_plant,True
"(456807.853284225, 5734257.838648074)","(456774.0678131683, 5734257.29440358)",33.78985434406274,272,Street_272,residential,return,2070,40,building_to_plant,True
"(456802.0341942416, 5734319.751851356)","(456717.2482893031, 5734324.951255688)",84.94517927264148,746,Street_746,residential,return,2071,40,building_to_plant,True
"(456781.2331392698, 5733551.199953936)","(456739.53017699945, 5733461.287993049)",99.11255103482412,934,Street_934,residential,return,2073,40,building_to_plant,True
"(456739.53017699945, 5733461.287993049)","(456732.253855114, 5733458.080492949)",7.951912793365998,934,Street_934,residential,return,2073,40,building_to_plant,True
"(456732.253855114, 5733458.080492949)","(456720.5459864347, 5733456.546088371)",11.807988246098514,934,Street_934,residential,return,2073,40,building_to_plant,True
"(456720.5459864347, 5733456.546088371)","(456602.5585854339, 5733513.652079779)",131.08058990382736,934,Street_934,residential,return,2073,40,building_to_plant,True
"(456815.81001914665, 5734262.452964734)","(456764.32158572663, 5734258.912989941)",51.60998156928266,886,Street_886,residential,return,2076,40,building_to_plant,True
