Koordinatensystem : Lambert konform konisch
Rechtswert        : 4291500 Meter
Hochwert          : 2781500 Meter
Hoehenlage        : 71 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4291500 2781500  7 15 20  24.7 1005  93  2.3 5  9.4  46    0   24 377 -460  0
4291500 2781500  7 15 21  23.6 1005  81  2.5 7  9.5  50    0    0 380 -453  0
4291500 2781500  7 15 22  22.7 1005  99  2.1 6  9.7  54    0    0 377 -444  0
4291500 2781500  7 15 23  20.6 1005 109  2.3 4  9.9  61    0    0 366 -438  0
4291500 2781500  7 15 24  19.1 1005  90  2.8 2 10.1  69    0    0 354 -433  0
4291500 2781500  7 16  1  18.2 1006 109  2.5 0 10.2  75    0    0 344 -429  0
4291500 2781500  7 16  2  16.9 1006  80  2.0 1 10.2  80    0    0 339 -424  0
4291500 2781500  7 16  3  17.4 1006  90  1.7 3 10.3  83    0    0 343 -418  0
4291500 2781500  7 16  4  17.0 1005  80  2.7 3 10.2  82    0    0 347 -414  0
4291500 2781500  7 16  5  16.7 1005  80  2.7 1 10.2  84    6   16 343 -410  0
4291500 2781500  7 16  6  18.1 1005 110  2.4 1 10.3  82   73   58 340 -411  0
4291500 2781500  7 16  7  19.6 1006  79  3.1 0 10.4  75  200   80 342 -419  0
4291500 2781500  7 16  8  23.0 1006  88  3.0 1 10.5  65  371   76 350 -431  0
4291500 2781500  7 16  9  24.9 1006  98  4.4 1 10.4  56  544   64 362 -448  0
4291500 2781500  7 16 10  27.2 1006  77  3.8 0 10.0  47  677   59 367 -466  0
4291500 2781500  7 16 11  28.1 1005 135  3.6 2  9.5  41  430  258 377 -482  0
4291500 2781500  7 16 12  29.4 1005 177  4.4 4  9.1  37  153  378 392 -493  0
4291500 2781500  7 16 13  28.6 1005 109  4.5 5  8.8  35   81  366 400 -506  0
4291500 2781500  7 16 14  30.3 1005  42  3.2 4  8.8  34  403  283 401 -507  0
4291500 2781500  7 16 15  30.2 1004 106  5.4 4  8.8  32  146  332 399 -502  0
4291500 2781500  7 16 16  30.9 1004  93  3.7 4  8.7  31   90  282 399 -499  0
4291500 2781500  7 16 17  29.5 1003  90  5.1 3  8.6  32  128  226 392 -493  0
4291500 2781500  7 16 18  29.8 1003  99  5.1 3  8.6  33  138  153 386 -487  0
4291500 2781500  7 16 19  28.8 1003  90  5.2 2  8.6  34   51   96 381 -477  0
4291500 2781500  7 16 20  27.2 1003  78  4.3 1  8.8  37    6   36 371 -468  0
4291500 2781500  7 16 21  25.3 1003  81  4.3 3  9.1  42    0    2 368 -459  0
4291500 2781500  7 16 22  23.6 1004  87  3.3 1  9.4  48    0    0 361 -450  0
4291500 2781500  7 16 23  22.2 1004  90  3.9 1  9.5  54    0    0 349 -443  0
4291500 2781500  7 16 24  21.2 1004  90  3.9 0  9.6  58    0    0 342 -437  0
4291500 2781500  7 17  1  20.1 1004  93  3.1 4  9.6  62    0    0 346 -432  0
4291500 2781500  7 17  2  19.6 1004  95  3.3 4  9.6  66    0    0 354 -428  0
4291500 2781500  7 17  3  19.2 1004  91  2.9 4  9.6  68    0    0 353 -424  0
4291500 2781500  7 17  4  18.8 1004 109  2.4 6  9.7  70    0    0 358 -420  0
4291500 2781500  7 17  5  18.7 1005 102  1.9 6  9.7  71    0    2 362 -417  0
4291500 2781500  7 17  6  19.5 1005 180  2.3 6  9.7  70    0   25 363 -418  0
4291500 2781500  7 17  7  20.6 1005 208  2.5 8 10.0  67    0   41 371 -426  0
4291500 2781500  7 17  8  18.3 1006 210  1.3 7 11.4  79    1  117 375 -440  0
4291500 2781500  7 17  9  19.1 1006 240  2.1 8 13.1  95    0  140 377 -459  0
4291500 2781500  7 17 10  19.5 1007 239  2.3 7 13.9  98   29  263 383 -479  0
4291500 2781500  7 17 11  22.6 1007 275  1.3 6 13.6  86  176  311 385 -498  0
4291500 2781500  7 17 12  24.9 1007 351  1.6 5 12.6  68  465  213 388 -513  0
4291500 2781500  7 17 13  26.7 1007 159  1.2 4 12.2  58  413  238 390 -523  0
4291500 2781500  7 17 14  27.5 1006  83  2.4 6 11.8  52   65  323 399 -528  0
4291500 2781500  7 17 15  28.3 1006  75  4.4 6 11.2  47   13  245 407 -528  0
4291500 2781500  7 17 16  26.7 1006 122  2.6 6 11.8  51   40  231 406 -527  0
4291500 2781500  7 17 17  25.2 1006 244  4.7 5 12.2  58   43  190 398 -520  0
4291500 2781500  7 17 18  20.3 1007 235  4.2 7 12.8  73    1   99 392 -510  0
4291500 2781500  7 17 19  20.6 1007 251  5.0 7 13.0  85    0   40 391 -497  0
4291500 2781500  7 17 20  20.8 1008 277  4.8 8 11.7  76    0   22 393 -484  0
4291500 2781500  7 17 21  19.4 1008 211  4.0 8 11.6  78    0    0 394 -474  0
4291500 2781500  7 17 22  18.6 1009 240  4.7 8 12.0  86    0    0 391 -468  0
4291500 2781500  7 17 23  16.8 1010 269  4.3 8 12.1  95    0    0 387 -464  0
4291500 2781500  7 17 24  16.5 1011 221  3.6 8 12.0 100    0    0 383 -459  0
4291500 2781500  7 18  1  16.5 1011 231  3.0 7 11.8 100    0    0 379 -455  0
4291500 2781500  7 18  2  16.3 1011 243  3.5 8 11.8 100    0    0 379 -451  0
4291500 2781500  7 18  3  16.3 1011 246  2.8 8 11.7 100    0    0 381 -448  0
4291500 2781500  7 18  4  16.4 1011 255  3.4 8 11.7 100    0    0 380 -445  0
4291500 2781500  7 18  5  16.2 1011 255  3.4 8 11.7 100    0    2 379 -441  0
4291500 2781500  7 18  6  16.5 1011 258  3.8 8 11.7 100    0   18 377 -437  0
4291500 2781500  7 18  7  17.3 1012 281  3.8 8 12.1 100    0   43 379 -436  0
4291500 2781500  7 18  8  18.4 1012 279  4.1 8 12.6  98    0   80 383 -440  0
4291500 2781500  7 18  9  19.4 1013 300  4.3 7 12.6  92    0  165 383 -449  0
4291500 2781500  7 18 10  20.0 1013 308  4.6 7 12.3  86    9  251 382 -457  0
4291500 2781500  7 18 11  21.3 1013 308  3.6 7 11.9  78   55  349 384 -465  0
4291500 2781500  7 18 12  22.3 1014 300  3.6 6 11.5  70  145  406 384 -476  0
4291500 2781500  7 18 13  23.6 1014 321  4.3 5 10.7  61  194  411 383 -489  0
4291500 2781500  7 18 14  24.9 1013 303  4.3 4  9.9  52  240  391 383 -495  0
4291500 2781500  7 18 15  25.4 1013 322  3.7 4  9.5  48  272  352 383 -493  0
4291500 2781500  7 18 16  25.8 1013 313  3.3 4  9.4  46  218  305 383 -494  0
4291500 2781500  7 18 17  26.3 1013 327  3.4 4  9.3  44  179  245 382 -491  0
4291500 2781500  7 18 18  25.9 1013 301  3.0 3  9.3  44  110  179 377 -484  0
4291500 2781500  7 18 19  25.4 1013 319  2.2 2  9.1  44   35  105 369 -474  0
4291500 2781500  7 18 20  22.6 1013 326  1.3 3  9.5  51    6   37 362 -465  0
4291500 2781500  7 18 21  20.2 1013  48  0.9 1 10.6  66    0    0 351 -456  0
4291500 2781500  7 18 22  17.6 1014   0  0.9 0 11.4  83    0    0 333 -447  0
4291500 2781500  7 18 23  16.6 1014 112  1.4 0 11.5  94    0    0 323 -440  0
4291500 2781500  7 18 24  15.5 1015 131  1.4 0 11.3  99    0    0 318 -434  0
4291500 2781500  7 19  1  14.9 1014 110  1.5 0 10.8 100    0    0 315 -427  0
4291500 2781500  7 19  2  14.3 1014 100  1.2 0 10.4 100    0    0 313 -421  0
4291500 2781500  7 19  3  13.1 1014 359  1.0 0  9.8 100    0    0 308 -417  0
4291500 2781500  7 19  4  12.8 1014 359  1.0 0  9.3 100    0    0 304 -414  0
4291500 2781500  7 19  5  13.0 1014 360  1.1 0  9.3 100    1   10 304 -412  0
4291500 2781500  7 19  6  15.2 1014   0  0.9 0 10.1 100   50   54 308 -413  0
4291500 2781500  7 19  7  18.8 1015 251  1.8 0 11.5  95  179   79 319 -419  0
4291500 2781500  7 19  8  21.7 1015 230  1.8 0 11.7  79  350   80 331 -433  0
4291500 2781500  7 19  9  23.8 1015 201  2.1 0 10.6  61  532   65 340 -450  0
4291500 2781500  7 19 10  25.8 1015  91  1.6 1  9.9  50  619   85 351 -467  0
4291500 2781500  7 19 11  26.5 1015 191  2.1 2  9.5  45  664  113 364 -483  0
4291500 2781500  7 19 12  27.8 1015 105  2.2 3  8.9  40  574  206 375 -496  0
4291500 2781500  7 19 13  28.9 1014 203  2.5 3  8.7  36  390  291 383 -503  0
4291500 2781500  7 19 14  28.7 1014  71  3.1 3  8.9  36  425  266 384 -509  0
4291500 2781500  7 19 15  29.4 1014  29  0.4 3  8.7  34  473  210 383 -513  0
4291500 2781500  7 19 16  29.9 1013 258  1.7 3  8.3  32  278  240 382 -515  0
4291500 2781500  7 19 17  29.2 1013 100  2.2 3  8.1  31  118  215 379 -511  0
4291500 2781500  7 19 18  28.7 1013 302  1.7 3  8.3  33  153  142 375 -500  0
4291500 2781500  7 19 19  27.6 1013  61  2.5 2  8.7  36   52   92 368 -487  0
4291500 2781500  7 19 20  25.6 1013  78  2.2 3  9.2  42    5   32 363 -474  0
4291500 2781500  7 19 21  22.6 1013 118  2.1 3  9.8  52    0    0 355 -461  0
4291500 2781500  7 19 22  21.4 1013 138  2.0 1 10.2  61    0    0 344 -450  0
4291500 2781500  7 19 23  20.7 1013 139  2.1 0 10.2  65    0    0 334 -439  0
4291500 2781500  7 19 24  18.8 1013 136  1.1 0 10.2  71    0    0 328 -430  0
4291500 2781500  7 20  1  16.8 1013 141  1.7 0 10.6  83    0    0 321 -422  0
4291500 2781500  7 20  2  15.5 1013 110  1.4 0 10.7  93    0    0 315 -420  0
4291500 2781500  7 20  3  14.8 1013  81  2.0 0 10.6  98    0    0 311 -420  0
4291500 2781500  7 20  4  15.0 1013  82  2.0 0 10.6 100    0    0 311 -417  0
4291500 2781500  7 20  5  15.2 1013  92  2.2 0 10.6  99    2   10 311 -415  0
4291500 2781500  7 20  6  17.5 1013 190  1.7 0 10.6  91   54   55 314 -415  0
4291500 2781500  7 20  7  20.5 1012 122  1.7 0 10.6  77  177   82 321 -422  0
4291500 2781500  7 20  8  23.3 1012 142  1.8 0 10.6  64  337   89 329 -437  0
4291500 2781500  7 20  9  26.4 1012 140  2.9 0 10.2  52  503   85 339 -459  0
4291500 2781500  7 20 10  28.4 1012 162  2.7 0 10.0  44  649   72 349 -482  0
4291500 2781500  7 20 11  29.9 1011 183  2.8 1  9.5  37  726   82 359 -504  0
4291500 2781500  7 20 12  30.0 1011 123  3.6 2  8.8  33  664  154 367 -523  0
4291500 2781500  7 20 13  29.6 1010  51  3.6 2  8.7  33  450  268 370 -538  0
4291500 2781500  7 20 14  31.6 1010 158  3.9 3  8.4  30  364  298 376 -544  0
4291500 2781500  7 20 15  31.0 1009 134  4.2 2  8.2  28  475  212 379 -542  0
4291500 2781500  7 20 16  31.0 1009 119  5.8 2  8.2  29  292  238 376 -543  0
4291500 2781500  7 20 17  30.9 1008 109  3.9 2  8.4  30  219  197 376 -543  0
4291500 2781500  7 20 18  30.2 1008 206  2.0 1  8.5  31  139  147 371 -534  0
4291500 2781500  7 20 19  29.1 1007 161  2.9 1  8.5  32   58   91 365 -520  0
4291500 2781500  7 20 20  27.2 1007 118  3.2 1  8.6  36    9   34 359 -504  0
4291500 2781500  7 20 21  25.1 1008 115  3.0 0  8.8  41    0    0 346 -492  0
4291500 2781500  7 20 22  23.3 1008 115  3.3 0  9.0  48    0    0 333 -486  0
4291500 2781500  7 20 23  22.4 1008 119  3.6 1  8.9  51    0    0 330 -483  0
4291500 2781500  7 20 24  21.1 1008 122  4.0 1  8.7  53    0    0 328 -478  0
4291500 2781500  7 21  1  20.2 1008 115  5.7 0  8.7  57    0    0 321 -473  0
4291500 2781500  7 21  2  18.8 1008 109  5.0 0  8.8  62    0    0 311 -465  0
4291500 2781500  7 21  3  17.2 1008 107  3.5 1  9.0  70    0    0 310 -454  0
4291500 2781500  7 21  4  17.1 1008  98  3.3 1  9.1  74    0    0 313 -446  0
4291500 2781500  7 21  5  17.2 1008 117  2.1 3  9.1  74    0    4 323 -441  0
4291500 2781500  7 21  6  19.1 1008 121  2.5 5  9.2  70    4   41 341 -440  0
4291500 2781500  7 21  7  21.5 1008 161  3.0 3  9.6  64  109  116 348 -444  0
4291500 2781500  7 21  8  24.4 1008 142  4.1 3  9.8  56  183  172 352 -450  0
4291500 2781500  7 21  9  27.1 1008 179  3.3 4  9.7  46  373  181 368 -455  0
4291500 2781500  7 21 10  28.4 1008 139  3.9 4  9.5  40  362  259 382 -455  0
4291500 2781500  7 21 11  31.0 1007 129  4.2 4  9.4  36  567  219 391 -457  0
4291500 2781500  7 21 12  33.1 1007 169  4.1 4  9.0  30  616  228 401 -471  0
4291500 2781500  7 21 13  33.6 1006 148  3.5 4  8.6  27  472  301 409 -493  0
4291500 2781500  7 21 14  33.2 1006 187  3.0 4  8.4  26  365  333 411 -504  0
4291500 2781500  7 21 15  33.8 1006  76  2.7 5  8.4  26  307  324 414 -494  0
4291500 2781500  7 21 16  34.2 1006 126  3.2 5  8.4  25  228  289 418 -490  0
4291500 2781500  7 21 17  32.7 1005 158  3.4 5  8.8  27  144  237 415 -488  0
4291500 2781500  7 21 18  29.1 1005 161  4.3 7  9.5  34    0   95 410 -484  0
4291500 2781500  7 21 19  20.7 1006 290  4.1 7 12.1  60    0   39 396 -484  0
4291500 2781500  7 21 20  19.0 1008 316  3.7 8 14.4  98    0   17 385 -474  0
4291500 2781500  7 21 21  19.2 1008  30  1.8 8 14.0 100    0    0 384 -464  0
4291500 2781500  7 21 22  19.3 1008 250  2.5 7 14.2 100    0    0 381 -457  0
4291500 2781500  7 21 23  18.9 1009 113  1.1 7 14.0 100    0    0 379 -454  0
4291500 2781500  7 21 24  19.1 1009  82  1.2 8 13.9 100    0    0 381 -452  0
4291500 2781500  7 22  1  19.1 1009 101  2.7 8 14.0 100    0    0 385 -451  0
4291500 2781500  7 22  2  18.8 1009 354  2.2 8 13.9 100    0    0 385 -450  0
4291500 2781500  7 22  3  18.7 1008 213  3.2 8 13.7 100    0    0 385 -448  0
4291500 2781500  7 22  4  18.3 1008 290  2.7 7 13.5 100    0    0 381 -444  0
4291500 2781500  7 22  5  17.9 1008 188  2.2 6 13.2 100    0    7 372 -441  0
4291500 2781500  7 22  6  18.5 1008 259  1.3 6 13.2 100    6   41 369 -439  0
4291500 2781500  7 22  7  20.0 1008  26  0.6 7 14.2 100   44  103 375 -444  0
4291500 2781500  7 22  8  21.8 1008 261  1.5 4 14.5  93  216  141 375 -455  0
4291500 2781500  7 22  9  23.3 1008 237  1.6 4 14.1  81  385  142 372 -472  0
4291500 2781500  7 22 10  24.9 1008 257  3.5 3 14.4  76  536  137 377 -490  0
4291500 2781500  7 22 11  26.8 1008 269  3.1 3 14.3  68  589  167 382 -501  0
4291500 2781500  7 22 12  27.7 1008 298  3.6 4 12.7  56  357  320 391 -512  0
4291500 2781500  7 22 13  28.7 1008 339  3.5 3 11.0  46  347  314 393 -522  0
4291500 2781500  7 22 14  28.8 1008 305  3.9 3 10.8  43  473  249 391 -521  0
4291500 2781500  7 22 15  29.4 1007 282  3.6 3 11.1  44  290  299 391 -519  0
4291500 2781500  7 22 16  21.7 1007  14  5.1 3 11.4  55  144  273 377 -517  0
4291500 2781500  7 22 17  23.1 1008 350  3.5 6 13.2  77   59  209 375 -507  0
4291500 2781500  7 22 18  24.3 1008  21  2.7 3 14.5  78  106  154 381 -496  0
4291500 2781500  7 22 19  23.7 1008  41  2.1 4 14.4  76   14   83 377 -487  0
4291500 2781500  7 22 20  22.0 1008  27  1.8 5 14.8  84    2   29 377 -476  0
4291500 2781500  7 22 21  20.5 1009 351  1.2 5 15.3  95    0    0 374 -465  0
4291500 2781500  7 22 22  19.2 1010 301  1.5 2 14.7 100    0    0 360 -456  0
4291500 2781500  7 22 23  18.4 1010 271  1.2 2 13.7 100    0    0 347 -448  0
4291500 2781500  7 22 24  18.2 1010 212  1.0 4 13.3 100    0    0 351 -442  0
4291500 2781500  7 23  1  17.9 1010 264  1.0 5 13.1 100    0    0 359 -435  0
4291500 2781500  7 23  2  18.4 1010 149  0.8 6 13.2 100    0    0 365 -429  0
4291500 2781500  7 23  3  17.9 1010 175  2.2 7 13.2 100    0    0 371 -426  0
4291500 2781500  7 23  4  17.0 1010  94  1.6 6 12.6 100    0    0 367 -425  0
4291500 2781500  7 23  5  16.8 1010 302  2.0 6 12.1 100    0    5 360 -422  0
4291500 2781500  7 23  6  17.0 1010 171  1.9 7 12.1 100    7   46 362 -423  0
4291500 2781500  7 23  7  17.4 1010 241  1.4 6 12.4 100   14   94 363 -432  0
4291500 2781500  7 23  8  18.0 1010 322  0.5 5 12.8 100   41  173 361 -446  0
4291500 2781500  7 23  9  21.0 1011  93  0.9 3 12.8  89  289  216 358 -461  0
4291500 2781500  7 23 10  23.4 1011  98  1.6 2 11.7  70  345  267 360 -479  0
4291500 2781500  7 23 11  24.4 1011 150  2.8 2 11.4  61  411  297 366 -495  0
4291500 2781500  7 23 12  25.0 1010 292  3.7 3 11.9  61  395  341 375 -507  0
4291500 2781500  7 23 13  26.2 1010 123  3.0 4 11.3  54  240  374 381 -515  0
4291500 2781500  7 23 14  24.7 1009  60  4.0 6 11.3  55   29  307 386 -517  0
4291500 2781500  7 23 15  25.9 1009 103  2.4 3 11.5  56  209  347 382 -513  0
4291500 2781500  7 23 16  26.5 1009 105  1.8 4 10.6  50  147  298 379 -511  0
4291500 2781500  7 23 17  27.0 1009  25  1.4 6  9.3  42   45  216 386 -504  0
4291500 2781500  7 23 18  26.8 1008 354  3.2 6  9.1  41   42  157 390 -493  0
4291500 2781500  7 23 19  25.7 1008  22  3.3 4 10.3  48   23   94 384 -482  0
4291500 2781500  7 23 20  23.6 1008  86  4.0 4 10.3  53    1   29 373 -462  0
4291500 2781500  7 23 21  21.4 1008 108  2.8 2 10.3  60    0    0 361 -444  0
4291500 2781500  7 23 22  19.6 1009  71  2.2 2 10.9  72    0    0 349 -435  0
4291500 2781500  7 23 23  17.7 1009   5  1.3 1 11.7  86    0    0 342 -430  0
4291500 2781500  7 23 24  18.2 1009  80  1.5 4 12.2  94    0    0 344 -427  0
4291500 2781500  7 24  1  18.6 1009 113  2.2 7 12.3  92    0    0 360 -424  0
4291500 2781500  7 24  2  17.9 1008 120  1.9 6 12.0  91    0    0 364 -421  0
4291500 2781500  7 24  3  17.6 1008  93  2.0 6 11.8  92    0    0 358 -418  0
4291500 2781500  7 24  4  17.4 1008  97  2.3 7 11.5  91    0    0 360 -417  0
4291500 2781500  7 24  5  17.1 1008 141  2.4 7 11.3  91    0   10 362 -418  0
4291500 2781500  7 24  6  18.1 1008 138  2.8 5 11.2  88   16   51 358 -421  0
4291500 2781500  7 24  7  19.6 1008 137  2.9 2 11.0  80   88  115 348 -427  0
4291500 2781500  7 24  8  22.1 1007 129  3.0 1 11.0  70  242  149 344 -435  0
4291500 2781500  7 24  9  24.8 1007 118  3.6 1 10.6  58  391  169 351 -447  0
4291500 2781500  7 24 10  26.7 1006 189  2.9 2 10.2  49  516  181 363 -464  0
4291500 2781500  7 24 11  27.8 1006 126  3.7 4 10.4  46  581  204 377 -483  0
4291500 2781500  7 24 12  28.5 1006 152  3.0 5 10.4  43  513  276 389 -499  0
4291500 2781500  7 24 13  29.3 1005 123  3.5 4  9.9  39  420  316 391 -511  0
4291500 2781500  7 24 14  29.1 1005 149  4.5 5  9.5  37  316  345 392 -507  0
4291500 2781500  7 24 15  29.1 1004 177  3.9 5  9.3  36   52  296 392 -500  0
4291500 2781500  7 24 16  27.3 1003 149  3.2 7  8.7  36    0  164 393 -502  0
4291500 2781500  7 24 17  27.1 1003 157  3.2 7  8.5  37   10  174 398 -503  0
4291500 2781500  7 24 18  26.4 1003 138  2.4 6  8.8  40   11  133 395 -499  0
4291500 2781500  7 24 19  24.9 1003 348  4.1 7  9.7  47    0   57 393 -487  0
4291500 2781500  7 24 20  22.4 1003  51  2.4 8 10.8  58    0   21 396 -465  0
4291500 2781500  7 24 21  21.6 1004  70  3.0 8 11.0  66    0    0 395 -450  0
4291500 2781500  7 24 22  21.4 1004  82  3.3 6 11.1  68    0    0 386 -443  0
4291500 2781500  7 24 23  20.3 1004 301  2.6 6 11.3  72    0    0 376 -437  0
4291500 2781500  7 24 24  19.4 1005 232  5.3 8 11.9  81    0    0 383 -433  0
4291500 2781500  7 25  1  16.8 1006 255  4.7 8 12.2  93    0    0 387 -431  0
4291500 2781500  7 25  2  16.9 1006 241  3.7 8 12.2 100    0    0 383 -430  0
4291500 2781500  7 25  3  16.8 1006 262  1.6 8 12.2 100    0    0 384 -424  0
4291500 2781500  7 25  4  16.7 1006 213  1.8 8 12.1 100    0    0 384 -421  0
4291500 2781500  7 25  5  16.8 1006 210  2.1 8 12.1 100    0    1 384 -421  0
4291500 2781500  7 25  6  16.6 1006 248  1.7 8 12.0 100    0   10 383 -422  0
4291500 2781500  7 25  7  17.1 1006 262  2.1 8 12.2 100    0   41 382 -426  0
4291500 2781500  7 25  8  17.1 1007 261  2.2 8 12.4 100    0   53 381 -431  0
4291500 2781500  7 25  9  18.0 1007 260  2.5 8 12.7 100    0  128 383 -440  0
4291500 2781500  7 25 10  18.7 1007 280  2.1 7 13.0  98    0  191 382 -450  0
4291500 2781500  7 25 11  19.0 1007 286  3.0 7 12.9  93    1  216 380 -462  0
4291500 2781500  7 25 12  20.1 1007 324  1.9 7 12.3  86    1  232 382 -473  0
4291500 2781500  7 25 13  21.4 1007 251  1.3 7 11.6  75   24  282 385 -482  0
4291500 2781500  7 25 14  22.5 1007 204  2.0 6 11.3  68   80  304 385 -490  0
4291500 2781500  7 25 15  23.9 1007 214  2.8 4 11.2  62  294  243 380 -495  0
4291500 2781500  7 25 16  23.0 1006 192  1.0 5 11.2  61  206  221 376 -493  0
4291500 2781500  7 25 17  22.9 1006  68  0.7 6 11.1  62  122  188 379 -491  0
4291500 2781500  7 25 18  22.7 1005 261  1.0 6 11.3  64   36  135 379 -487  0
4291500 2781500  7 25 19  22.6 1005 139  1.3 4 11.6  66   21   78 374 -477  0
4291500 2781500  7 25 20  20.9 1005 160  1.5 4 11.9  72    1   25 367 -465  0
4291500 2781500  7 25 21  18.7 1005 114  2.1 3 12.4  85    0    0 358 -454  0
4291500 2781500  7 25 22  16.8 1006 109  1.6 2 12.5  97    0    0 345 -447  0
4291500 2781500  7 25 23  16.2 1006 139  1.7 1 11.9 100    0    0 335 -443  0
4291500 2781500  7 25 24  15.8 1005 117  1.7 1 11.5 100    0    0 329 -439  0
4291500 2781500  7 26  1  15.3 1005 138  1.9 0 11.2 100    0    0 317 -436  0
4291500 2781500  7 26  2  15.6 1005 120  1.9 0 11.1 100    0    0 303 -436  0
4291500 2781500  7 26  3  14.8 1005 158  1.5 1 10.9 100    0    0 301 -436  0
4291500 2781500  7 26  4  14.8 1004 172  1.8 1 10.6 100    0    0 300 -436  0
4291500 2781500  7 26  5  15.5 1004 182  2.0 3 10.9 100    0    7 306 -435  0
4291500 2781500  7 26  6  17.3 1004 122  1.9 4 11.3  95    0   20 330 -436  0
4291500 2781500  7 26  7  18.2 1004 146  1.0 5 11.5  89    0   42 350 -438  0
4291500 2781500  7 26  8  18.3 1004 218  1.7 8 12.0  90    0   67 374 -443  0
4291500 2781500  7 26  9  19.8 1004 128  2.6 7 12.7  91    2  168 390 -450  0
4291500 2781500  7 26 10  21.2 1004 187  3.0 7 13.0  85    2  211 393 -454  0
4291500 2781500  7 26 11  22.5 1004 204  3.4 7 12.5  75   24  270 399 -451  0
4291500 2781500  7 26 12  22.7 1004 244  3.6 8 12.0  69    0  231 406 -449  0
4291500 2781500  7 26 13  23.4 1005 302  2.6 7 11.8  66   11  278 408 -456  0
4291500 2781500  7 26 14  25.6 1005 202  2.6 6 11.3  58  166  344 406 -464  0
4291500 2781500  7 26 15  24.8 1004 214  2.5 6 11.2  55   53  294 405 -471  0
4291500 2781500  7 26 16  23.0 1004 196  3.8 8 11.9  64    0   92 407 -478  0
4291500 2781500  7 26 17  21.7 1005  95  3.3 6 13.7  80   26  197 402 -479  0
4291500 2781500  7 26 18  21.4 1004  90  2.0 4 15.1  92  112  155 387 -474  0
4291500 2781500  7 26 19  21.5 1004 100  1.4 7 15.1  93    7   77 387 -467  0
4291500 2781500  7 26 20  20.4 1004 129  1.3 5 14.8  93    1   27 386 -459  0
4291500 2781500  7 26 21  19.4 1005 124  1.8 5 14.5  98    0    0 372 -451  0
4291500 2781500  7 26 22  18.9 1005 158  1.9 3 14.1 100    0    0 360 -444  0
4291500 2781500  7 26 23  18.1 1005 123  1.4 3 13.5 100    0    0 349 -440  0
4291500 2781500  7 26 24  18.1 1005 153  1.5 3 13.2 100    0    0 344 -438  0
4291500 2781500  7 27  1  18.1 1005 135  1.3 4 13.2 100    0    0 347 -437  0
4291500 2781500  7 27  2  18.2 1005 121  2.4 7 13.2 100    0    0 366 -437  0
4291500 2781500  7 27  3  18.2 1004 160  1.9 7 13.1  99    0    0 380 -437  0
4291500 2781500  7 27  4  17.7 1004 130  1.9 6 12.9  99    0    0 377 -437  0
4291500 2781500  7 27  5  18.0 1004 121  1.6 6 12.9  99    0    0 376 -437  0
4291500 2781500  7 27  6  18.9 1004 147  2.5 6 12.7  94    0   22 379 -437  0
4291500 2781500  7 27  7  20.4 1004 138  2.2 7 12.8  88   15   92 387 -441  0
4291500 2781500  7 27  8  22.8 1003 131  3.2 5 13.0  79  136  161 391 -448  0
4291500 2781500  7 27  9  26.1 1003 160  4.4 4 12.8  66  386  136 392 -459  0
4291500 2781500  7 27 10  29.4 1002 186  4.7 4 13.0  55  493  151 402 -467  0
4291500 2781500  7 27 11  31.5 1002 202  5.2 3 12.4  45  657  120 409 -472  0
4291500 2781500  7 27 12  32.6 1002 215  5.3 4 11.6  38  538  222 415 -477  0
4291500 2781500  7 27 13  33.4 1001 237  5.1 5 11.7  36  408  279 424 -475  0
4291500 2781500  7 27 14  32.8 1001 212  5.1 5 11.7  36  224  329 426 -479  0
