Koordinatensystem : Lambert konform konisch
Rechtswert        : 4291500 Meter
Hochwert          : 2781500 Meter
Hoehenlage        : 71 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4291500 2781500  4 12  8   3.0 1010 180  1.9 0  3.7  86  169  120 179 -354  0
4291500 2781500  4 12  9   6.0 1010 171  2.2 0  3.6  69  287  161 192 -363  0
4291500 2781500  4 12 10   8.0 1010 142  1.9 1  3.3  52  392  192 213 -374  0
4291500 2781500  4 12 11   9.2 1010 125  2.8 2  2.9  42  468  215 234 -386  0
4291500 2781500  4 12 12  10.3 1010 154  3.5 3  2.8  37  495  234 254 -399  0
4291500 2781500  4 12 13  11.3 1009 235  2.9 4  2.9  36  454  261 276 -410  0
4291500 2781500  4 12 14  11.8 1009 137  2.9 4  2.8  33  372  278 286 -416  0
4291500 2781500  4 12 15  12.2 1009 199  2.0 3  2.8  32  308  258 286 -417  0
4291500 2781500  4 12 16  12.6 1009  71  1.9 3  2.8  31  246  212 285 -414  0
4291500 2781500  4 12 17  12.2 1009 126  2.3 4  2.7  30  147  163 291 -408  0
4291500 2781500  4 12 18  11.4 1009 156  1.4 4  2.7  32   61   97 294 -398  0
4291500 2781500  4 12 19   8.9 1009  92  2.1 4  2.9  38    4   26 290 -389  0
4291500 2781500  4 12 20   5.1 1010  73  0.7 2  3.3  52    0    0 274 -382  0
4291500 2781500  4 12 21   3.4 1011  67  2.4 0  3.4  66    0    0 250 -377  0
4291500 2781500  4 12 22   2.2 1012  70  2.1 0  3.4  73    0    0 237 -370  0
4291500 2781500  4 12 23   3.3 1012  90  3.2 0  3.3  71    0    0 235 -361  0
4291500 2781500  4 12 24   2.6 1013  80  2.3 1  3.2  68    0    0 236 -355  0
4291500 2781500  4 13  1   0.8 1013  82  2.5 2  3.2  74    0    0 242 -352  0
4291500 2781500  4 13  2  -0.6 1014   1  1.4 1  3.2  83    0    0 240 -350  0
4291500 2781500  4 13  3  -1.6 1014  89  2.0 1  3.1  90    0    0 234 -347  0
4291500 2781500  4 13  4  -2.1 1015  70  2.0 1  3.2  96    0    0 232 -345  0
4291500 2781500  4 13  5  -2.2 1015  82  2.4 2  3.2  98    0    0 235 -343  0
4291500 2781500  4 13  6  -2.0 1016  71  2.1 2  3.1  96    1   12 239 -341  0
4291500 2781500  4 13  7   0.7 1017  91  2.8 0  3.3  92   50   64 234 -341  0
4291500 2781500  4 13  8   3.5 1017  81  2.4 0  3.6  81  167  114 229 -341  0
4291500 2781500  4 13  9   6.1 1018  82  2.6 0  3.8  72  304  144 235 -342  0
4291500 2781500  4 13 10   9.5 1018  82  3.2 0  4.1  62  413  170 244 -344  0
4291500 2781500  4 13 11  11.8 1018 110  4.0 1  4.0  50  484  191 258 -346  0
4291500 2781500  4 13 12  13.5 1017  80  3.6 2  3.7  40  508  213 274 -350  0
4291500 2781500  4 13 13  13.9 1017 109  2.1 1  3.5  36  538  207 279 -354  0
4291500 2781500  4 13 14  14.7 1017  79  3.1 0  3.3  33  480  215 272 -357  0
4291500 2781500  4 13 15  15.3 1017  81  3.8 0  3.3  32  397  207 268 -361  0
4291500 2781500  4 13 16  15.3 1016  72  3.2 0  3.3  31  292  185 267 -363  0
4291500 2781500  4 13 17  14.5 1016  78  3.9 0  3.2  31  170  150 264 -365  0
4291500 2781500  4 13 18  13.7 1016  77  3.5 0  3.1  32   69   93 259 -364  0
4291500 2781500  4 13 19  11.8 1016  68  2.5 0  3.2  35    4   27 256 -359  0
4291500 2781500  4 13 20   9.5 1017  86  2.7 0  3.3  42    0    0 248 -351  0
4291500 2781500  4 13 21   7.9 1017  81  2.8 0  3.4  48    0    0 240 -346  0
4291500 2781500  4 13 22   6.6 1018  85  2.9 0  3.4  54    0    0 234 -342  0
4291500 2781500  4 13 23   6.2 1018  84  2.9 0  3.4  58    0    0 229 -338  0
4291500 2781500  4 13 24   5.0 1018  82  2.4 0  3.4  61    0    0 224 -334  0
4291500 2781500  4 14  1   4.3 1018  85  2.9 0  3.4  64    0    0 218 -329  0
4291500 2781500  4 14  2   3.7 1018  94  2.8 0  3.3  67    0    0 213 -326  0
4291500 2781500  4 14  3   2.9 1018  90  2.9 0  3.4  70    0    0 208 -326  0
4291500 2781500  4 14  4   2.9 1018  80  2.7 0  3.4  73    0    0 205 -324  0
4291500 2781500  4 14  5   1.9 1018  97  3.1 0  3.4  76    0    0 200 -322  0
4291500 2781500  4 14  6   1.4 1018  83  2.7 0  3.4  81    3   13 196 -321  0
4291500 2781500  4 14  7   3.7 1019  82  3.0 0  3.6  79   69   63 197 -323  0
4291500 2781500  4 14  8   6.9 1019  78  3.8 0  3.8  70  213   98 202 -332  0
4291500 2781500  4 14  9   9.8 1019  76  4.4 0  4.0  59  359  118 209 -346  0
4291500 2781500  4 14 10  12.5 1019  85  5.2 0  4.0  49  478  134 218 -360  0
4291500 2781500  4 14 11  14.5 1019 104  6.1 0  3.8  40  563  148 230 -373  0
4291500 2781500  4 14 12  15.6 1018  82  6.4 0  3.7  35  607  158 240 -382  0
4291500 2781500  4 14 13  16.5 1018 100  6.7 0  3.6  32  593  168 248 -388  0
4291500 2781500  4 14 14  17.1 1018  85  5.7 0  3.5  30  536  174 256 -393  0
4291500 2781500  4 14 15  17.8 1017  78  6.3 0  3.6  29  448  171 264 -394  0
4291500 2781500  4 14 16  17.5 1018  81  6.7 0  3.6  29  344  152 270 -390  0
4291500 2781500  4 14 17  17.1 1017  97  6.8 0  3.5  29  212  128 270 -382  0
4291500 2781500  4 14 18  16.4 1016  74  5.3 0  3.4  29   89   88 271 -372  0
4291500 2781500  4 14 19  14.7 1017  70  4.6 0  3.4  31    7   29 270 -363  0
4291500 2781500  4 14 20  12.7 1017  79  4.5 0  3.4  35    0    0 264 -355  0
4291500 2781500  4 14 21  11.2 1018  79  4.1 1  3.4  40    0    0 260 -351  0
4291500 2781500  4 14 22   9.9 1018  87  4.1 1  3.5  44    0    0 259 -347  0
4291500 2781500  4 14 23   8.7 1019  88  3.7 1  3.6  50    0    0 256 -344  0
4291500 2781500  4 14 24   7.8 1019  81  3.8 2  3.7  55    0    0 255 -341  0
4291500 2781500  4 15  1   7.2 1019  87  4.4 2  3.8  59    0    0 255 -338  0
4291500 2781500  4 15  2   6.6 1019  81  4.5 3  3.8  62    0    0 256 -337  0
4291500 2781500  4 15  3   6.0 1019  80  3.9 3  3.8  65    0    0 258 -337  0
4291500 2781500  4 15  4   5.1 1019  74  3.5 4  3.8  69    0    0 260 -336  0
4291500 2781500  4 15  5   4.6 1019  69  3.7 3  3.9  73    0    0 260 -334  0
4291500 2781500  4 15  6   4.2 1020  72  3.8 1  3.9  76    5   13 247 -333  0
4291500 2781500  4 15  7   6.3 1020  78  3.2 0  4.1  74   75   64 236 -335  0
4291500 2781500  4 15  8   8.5 1020  72  4.1 0  4.3  67  222   94 237 -342  0
4291500 2781500  4 15  9  11.9 1021  84  4.3 0  4.4  58  366  111 246 -354  0
4291500 2781500  4 15 10  15.5 1020  94  5.0 0  4.5  47  478  128 257 -369  0
4291500 2781500  4 15 11  17.3 1020 100  7.0 1  4.3  37  551  145 268 -383  0
4291500 2781500  4 15 12  18.3 1020  79  6.0 3  4.1  32  596  153 280 -396  0
4291500 2781500  4 15 13  18.6 1021  79  6.4 4  4.0  30  562  176 292 -406  0
4291500 2781500  4 15 14  19.3 1020  72  6.9 5  3.7  27  498  192 299 -411  0
4291500 2781500  4 15 15  19.4 1020  89  6.9 4  3.5  26  392  200 301 -412  0
4291500 2781500  4 15 16  19.5 1020  83  6.2 3  3.5  25  273  188 297 -409  0
4291500 2781500  4 15 17  19.1 1019  79  5.9 4  3.4  25  188  138 297 -403  0
4291500 2781500  4 15 18  18.0 1019  74  5.3 4  3.5  26   80   89 299 -393  0
4291500 2781500  4 15 19  16.1 1018  81  4.9 4  3.6  30    3   28 295 -381  0
4291500 2781500  4 15 20  14.1 1019  80  4.2 4  3.7  34    0    0 290 -369  0
4291500 2781500  4 15 21  12.7 1019  89  4.1 3  3.8  40    0    0 283 -361  0
4291500 2781500  4 15 22  11.3 1020  80  4.1 2  4.0  46    0    0 274 -355  0
4291500 2781500  4 15 23  10.3 1020  90  4.2 3  4.0  50    0    0 269 -351  0
4291500 2781500  4 15 24   9.4 1020  80  4.0 5  4.0  53    0    0 277 -348  0
4291500 2781500  4 16  1   9.0 1020  76  3.7 5  4.0  55    0    0 281 -345  0
4291500 2781500  4 16  2   7.7 1021  73  3.6 3  4.0  58    0    0 269 -342  0
4291500 2781500  4 16  3   6.7 1021  77  3.7 2  3.9  62    0    0 256 -339  0
4291500 2781500  4 16  4   5.8 1021  67  3.7 1  3.8  64    0    0 246 -337  0
4291500 2781500  4 16  5   5.1 1021  70  3.6 1  3.7  67    0    0 241 -335  0
4291500 2781500  4 16  6   5.3 1021  66  3.5 3  3.7  69    5   15 247 -333  0
4291500 2781500  4 16  7   6.4 1021  75  3.6 4  3.9  68   80   64 260 -335  0
4291500 2781500  4 16  8   9.0 1022  92  4.7 2  4.0  62  236   91 261 -342  0
4291500 2781500  4 16  9  12.2 1022  90  4.5 1  4.1  53  379  111 257 -354  0
4291500 2781500  4 16 10  14.9 1022  86  6.2 1  4.1  42  494  123 261 -368  0
4291500 2781500  4 16 11  16.2 1022  94  6.6 2  3.8  35  580  134 272 -383  0
4291500 2781500  4 16 12  16.7 1021  86  6.7 3  3.5  31  612  145 283 -398  0
4291500 2781500  4 16 13  17.4 1021  93  6.2 3  3.3  28  602  154 288 -409  0
4291500 2781500  4 16 14  18.2 1021  90  6.5 2  3.3  26  556  157 286 -415  0
4291500 2781500  4 16 15  18.7 1021  91  6.3 0  3.2  25  472  154 278 -417  0
4291500 2781500  4 16 16  18.3 1021  89  5.9 0  3.2  24  357  143 270 -416  0
4291500 2781500  4 16 17  18.0 1021  82  6.4 0  3.1  24  219  124 268 -410  0
4291500 2781500  4 16 18  17.1 1021  87  6.1 0  3.2  26   98   86 267 -401  0
4291500 2781500  4 16 19  15.4 1021  71  4.4 0  3.3  29   10   29 263 -389  0
4291500 2781500  4 16 20  13.3 1021  84  3.4 0  3.4  34    0    0 258 -378  0
4291500 2781500  4 16 21  11.8 1021  79  3.6 0  3.6  40    0    0 254 -369  0
4291500 2781500  4 16 22  10.9 1022  87  3.8 0  3.7  45    0    0 251 -363  0
4291500 2781500  4 16 23   9.5 1022  77  3.1 0  3.7  49    0    0 249 -359  0
4291500 2781500  4 16 24   8.2 1022  80  3.2 0  3.7  53    0    0 245 -355  0
4291500 2781500  4 17  1   7.1 1023  79  3.0 0  3.7  57    0    0 243 -352  0
4291500 2781500  4 17  2   5.4 1023  51  2.3 0  3.7  64    0    0 240 -350  0
4291500 2781500  4 17  3   3.5 1023  41  2.7 0  3.8  73    0    0 235 -347  0
4291500 2781500  4 17  4   3.3 1023  62  2.8 0  3.8  80    0    0 233 -344  0
4291500 2781500  4 17  5   2.7 1023  52  2.7 0  3.8  82    0    0 233 -342  0
4291500 2781500  4 17  6   3.0 1023  54  2.2 0  3.9  84    6   17 232 -340  0
4291500 2781500  4 17  7   5.9 1023  68  2.5 0  3.9  76   83   66 235 -341  0
4291500 2781500  4 17  8   8.3 1023  62  3.0 0  3.9  62  228   91 240 -347  0
4291500 2781500  4 17  9  11.3 1023  52  2.7 0  3.7  50  363  109 247 -359  0
4291500 2781500  4 17 10  13.6 1023  74  4.3 0  3.6  40  475  121 255 -374  0
4291500 2781500  4 17 11  14.9 1024  94  4.9 0  3.6  36  555  134 263 -389  0
4291500 2781500  4 17 12  16.3 1023  68  4.4 0  3.6  33  592  145 269 -403  0
4291500 2781500  4 17 13  17.0 1023  73  4.7 1  3.6  31  561  172 277 -412  0
4291500 2781500  4 17 14  18.1 1023  19  4.3 3  3.5  29  479  200 290 -418  0
4291500 2781500  4 17 15  18.4 1022  39  4.5 3  3.5  27  401  193 299 -420  0
4291500 2781500  4 17 16  18.6 1021  31  4.3 3  3.5  27  308  168 299 -417  0
4291500 2781500  4 17 17  18.2 1021 350  5.0 2  3.5  27  198  132 296 -410  0
4291500 2781500  4 17 18  17.3 1020 358  4.0 1  3.7  29   87   88 287 -401  0
4291500 2781500  4 17 19  15.1 1020   2  3.1 1  3.7  33    8   29 279 -389  0
4291500 2781500  4 17 20  13.0 1020 351  3.8 1  3.8  38    0    0 271 -376  0
4291500 2781500  4 17 21  11.6 1020  20  3.9 0  3.6  40    0    0 261 -367  0
4291500 2781500  4 17 22   9.5 1021  10  3.6 0  3.5  44    0    0 252 -360  0
4291500 2781500  4 17 23   8.3 1021   8  3.4 0  3.7  53    0    0 248 -354  0
4291500 2781500  4 17 24   7.0 1021  19  3.7 0  4.1  63    0    0 246 -350  0
4291500 2781500  4 18  1   6.1 1021  17  4.3 0  4.4  73    0    0 244 -346  0
4291500 2781500  4 18  2   5.0 1021  18  3.9 0  4.5  81    0    0 242 -343  0
4291500 2781500  4 18  3   4.1 1021   8  4.4 0  4.5  86    0    0 238 -342  0
4291500 2781500  4 18  4   2.7 1020 349  3.5 0  4.3  90    0    0 233 -341  0
4291500 2781500  4 18  5   1.8 1020 350  4.3 0  4.2  94    0    0 228 -339  0
4291500 2781500  4 18  6   1.7 1020 347  5.4 2  4.0  94    2   20 233 -338  0
4291500 2781500  4 18  7   1.9 1020 352  5.2 6  4.0  93    7   69 256 -341  0
4291500 2781500  4 18  8   2.7 1019  16  5.9 8  4.0  89    0  100 282 -349  0
4291500 2781500  4 18  9   3.8 1019   4  5.9 7  4.0  83    1  155 290 -361  0
4291500 2781500  4 18 10   4.8 1019  14  4.9 7  4.1  79    0  168 288 -375  0
4291500 2781500  4 18 11   5.1 1019  15  4.9 7  4.2  79    0  145 288 -389  0
4291500 2781500  4 18 12   5.2 1019  12  5.2 8  4.4  81    0   87 292 -401  0
4291500 2781500  4 18 13   4.8 1019  20  3.6 8  4.8  90    0   90 297 -409  0
4291500 2781500  4 18 14   5.3 1018   4  2.9 8  5.2  97    0   78 298 -413  0
4291500 2781500  4 18 15   5.5 1018 290  3.7 8  5.4  98    0  122 299 -414  0
4291500 2781500  4 18 16   6.9 1017 344  4.9 7  5.6  96   13  226 298 -411  0
4291500 2781500  4 18 17   8.3 1016 346  5.6 6  5.3  82   28  205 292 -404  0
4291500 2781500  4 18 18   7.7 1016  29  4.9 8  4.9  73    0   48 295 -395  0
4291500 2781500  4 18 19   5.6 1016  42  5.0 8  5.1  84    0    4 299 -385  0
4291500 2781500  4 18 20   4.9 1016  32  4.3 8  5.4  98    0    0 296 -376  0
4291500 2781500  4 18 21   4.7 1016  11  4.5 8  5.3 100    0    0 295 -367  0
4291500 2781500  4 18 22   4.8 1016  20  5.0 8  5.3 100    0    0 295 -360  0
4291500 2781500  4 18 23   5.1 1015  30  4.6 8  5.4 100    0    0 295 -354  0
4291500 2781500  4 18 24   5.0 1014  40  5.1 8  5.4 100    0    0 294 -349  0
4291500 2781500  4 19  1   5.0 1014  39  5.1 8  5.4 100    0    0 293 -344  0
4291500 2781500  4 19  2   5.0 1014  38  4.9 8  5.4 100    0    0 293 -341  0
4291500 2781500  4 19  3   4.7 1013  28  4.7 8  5.3 100    0    0 293 -337  0
4291500 2781500  4 19  4   4.6 1013  46  4.6 8  5.3 100    0    0 293 -334  0
4291500 2781500  4 19  5   4.5 1012  37  4.5 8  5.3 100    0    0 294 -332  0
4291500 2781500  4 19  6   4.9 1012  46  4.3 8  5.3  99    0    8 295 -331  0
4291500 2781500  4 19  7   6.0 1012  67  5.5 7  5.3  95   13   70 294 -332  0
4291500 2781500  4 19  8   6.9 1012  67  4.9 4  5.3  88   90  153 281 -339  0
4291500 2781500  4 19  9   7.9 1012  79  5.9 5  5.3  82   97  244 276 -352  0
4291500 2781500  4 19 10  10.6 1012  89  6.5 3  5.2  71  209  301 277 -367  0
4291500 2781500  4 19 11  12.0 1011  71  8.1 3  4.9  58  381  296 276 -381  0
4291500 2781500  4 19 12  13.4 1011  79  7.8 4  4.6  50  265  383 286 -392  0
4291500 2781500  4 19 13  13.2 1011  83  8.6 5  4.4  46  171  404 297 -399  0
4291500 2781500  4 19 14  13.2 1010  88  8.5 6  4.3  45   81  366 305 -402  0
4291500 2781500  4 19 15  13.3 1010  87  8.7 6  4.3  45   26  275 309 -402  0
4291500 2781500  4 19 16  12.7 1009 115  8.8 6  4.3  46    6  187 309 -401  0
4291500 2781500  4 19 17  12.6 1009  95  7.7 7  4.4  48    3  130 315 -396  0
4291500 2781500  4 19 18  12.1 1009  86  7.8 5  4.5  50   15  109 312 -388  0
4291500 2781500  4 19 19  10.9 1009  88  8.5 6  4.2  50    0   31 306 -378  0
4291500 2781500  4 19 20  10.2 1009  90  7.7 5  4.0  50    0    0 302 -368  0
4291500 2781500  4 19 21   9.1 1009  79  6.4 4  3.9  53    0    0 292 -361  0
4291500 2781500  4 19 22   8.8 1009  88  6.0 5  3.9  55    0    0 290 -356  0
4291500 2781500  4 19 23   8.6 1008  78  6.2 5  3.8  54    0    0 291 -351  0
4291500 2781500  4 19 24   8.2 1008  89  6.2 6  3.7  53    0    0 293 -347  0
4291500 2781500  4 20  1   7.7 1008  89  6.4 4  3.7  55    0    0 286 -344  0
4291500 2781500  4 20  2   7.8 1008  98  6.4 2  3.6  55    0    0 269 -345  0
4291500 2781500  4 20  3   7.1 1008  92  6.0 1  3.5  54    0    0 256 -344  0
4291500 2781500  4 20  4   6.7 1007  91  6.5 0  3.5  56    0    0 248 -342  0
4291500 2781500  4 20  5   6.0 1007  89  6.7 0  3.5  59    0    0 242 -341  0
4291500 2781500  4 20  6   6.1 1007  99  6.6 1  3.5  60    6   20 245 -342  0
4291500 2781500  4 20  7   7.7 1007  99  6.9 0  3.6  59   78   79 246 -344  0
4291500 2781500  4 20  8  10.1 1008 100  7.1 1  3.8  53  223  115 251 -349  0
4291500 2781500  4 20  9  13.0 1008  98  7.0 1  4.1  48  359  141 263 -357  0
4291500 2781500  4 20 10  15.4 1008 110  7.1 2  4.2  42  480  158 275 -368  0
4291500 2781500  4 20 11  17.2 1008 129  6.9 2  4.3  37  578  166 285 -380  0
4291500 2781500  4 20 12  18.6 1008 130  6.9 1  4.3  33  618  175 287 -392  0
4291500 2781500  4 20 13  19.1 1008 120  7.3 0  4.3  31  606  183 284 -402  0
4291500 2781500  4 20 14  19.8 1008 111  7.2 0  4.3  30  558  184 285 -409  0
4291500 2781500  4 20 15  19.8 1008 140  8.5 1  4.3  30  447  191 290 -411  0
4291500 2781500  4 20 16  19.6 1007 113  8.2 1  4.3  30  341  173 292 -409  0
4291500 2781500  4 20 17  19.4 1007 105  7.4 1  4.3  30  215  143 293 -405  0
4291500 2781500  4 20 18  18.7 1007 109  6.6 3  4.3  31   74  107 295 -398  0
4291500 2781500  4 20 19  17.7 1007 120  6.2 4  4.1  32    0   30 299 -388  0
4291500 2781500  4 20 20  16.1 1008  99  4.7 3  4.1  34    0    0 294 -378  0
4291500 2781500  4 20 21  13.9 1008  89  5.0 1  4.1  39    0    0 280 -370  0
4291500 2781500  4 20 22  12.4 1008  91  5.1 0  4.1  44    0    0 264 -364  0
4291500 2781500  4 20 23  11.1 1008  89  4.5 0  4.0  47    0    0 256 -359  0
4291500 2781500  4 20 24   9.8 1008  89  4.4 0  3.9  49    0    0 251 -354  0
4291500 2781500  4 21  1   9.1 1008  89  4.7 0  3.7  50    0    0 246 -350  0
4291500 2781500  4 21  2   8.6 1008  89  4.9 0  3.5  50    0    0 243 -348  0
4291500 2781500  4 21  3   7.6 1008  88  4.9 0  3.5  51    0    0 240 -347  0
4291500 2781500  4 21  4   6.7 1008  89  4.7 0  3.4  54    0    0 235 -345  0
4291500 2781500  4 21  5   6.2 1008  89  4.6 0  3.4  56    0    0 231 -344  0
4291500 2781500  4 21  6   6.0 1008  89  5.2 1  3.4  58    5   21 232 -342  0
4291500 2781500  4 21  7   7.5 1008  79  5.0 1  3.5  56    6   59 235 -344  0
4291500 2781500  4 21  8   9.7 1008  83  5.5 0  3.6  52  148  127 234 -351  0
4291500 2781500  4 21  9  12.6 1008  83  5.7 0  3.9  47  349  153 235 -361  0
4291500 2781500  4 21 10  15.8 1008  90  5.9 0  4.3  42  458  176 246 -376  0
4291500 2781500  4 21 11  17.6 1009  82  6.3 0  4.4  37  541  192 255 -391  0
4291500 2781500  4 21 12  19.6 1009 111  7.5 0  4.1  30  584  201 261 -405  0
4291500 2781500  4 21 13  20.5 1008 122  6.6 1  3.7  26  577  208 271 -413  0
4291500 2781500  4 21 14  20.4 1008 100  6.4 1  3.5  24  535  205 278 -419  0
4291500 2781500  4 21 15  20.5 1007  85  6.3 1  3.4  23  452  197 278 -420  0
4291500 2781500  4 21 16  20.6 1007 103  4.3 1  3.2  21  325  188 278 -418  0
4291500 2781500  4 21 17  20.0 1007 132  5.0 1  3.3  22  199  157 278 -414  0
4291500 2781500  4 21 18  19.0 1007  96  6.0 0  3.3  24   94  101 272 -405  0
4291500 2781500  4 21 19  17.2 1007  88  4.4 0  3.5  27    9   37 263 -393  0
4291500 2781500  4 21 20  14.9 1007  86  3.9 1  3.8  33    0    0 263 -381  0
4291500 2781500  4 21 21  13.1 1006  77  3.5 0  3.8  38    0    0 256 -373  0
4291500 2781500  4 21 22  11.9 1007  82  3.2 0  3.8  42    0    0 247 -367  0
4291500 2781500  4 21 23  10.5 1007  86  3.2 0  3.7  45    0    0 243 -361  0
4291500 2781500  4 21 24   9.5 1007  69  2.8 0  3.6  47    0    0 239 -356  0
4291500 2781500  4 22  1   8.4 1007  76  2.7 0  3.5  49    0    0 237 -350  0
4291500 2781500  4 22  2   6.6 1007  67  2.2 0  3.4  53    0    0 233 -345  0
4291500 2781500  4 22  3   6.2 1007  86  2.1 0  3.4  57    0    0 231 -341  0
4291500 2781500  4 22  4   5.1 1007  69  2.7 0  3.4  60    0    0 229 -338  0
4291500 2781500  4 22  5   4.7 1007  80  1.7 0  3.4  63    0    0 227 -335  0
4291500 2781500  4 22  6   5.6 1007  60  2.0 0  3.5  64    8   24 227 -333  0
4291500 2781500  4 22  7   7.5 1007 116  2.4 0  3.7  61   91   77 229 -336  0
4291500 2781500  4 22  8  10.7 1007  67  2.4 0  3.9  54  250  101 234 -346  0
4291500 2781500  4 22  9  14.2 1007  60  1.9 0  4.2  47  402  114 245 -363  0
4291500 2781500  4 22 10  16.6 1008  82  2.3 0  4.1  37  507  135 254 -382  0
4291500 2781500  4 22 11  19.0 1007  84  3.3 0  3.6  28  612  136 261 -400  0
4291500 2781500  4 22 12  20.0 1007 100  3.4 0  3.2  23  663  140 267 -416  0
4291500 2781500  4 22 13  20.7 1006  77  2.4 0  3.1  21  657  147 271 -426  0
4291500 2781500  4 22 14  20.8 1006  13  2.4 0  3.1  20  598  154 276 -431  0
4291500 2781500  4 22 15  20.8 1005  70  2.4 0  3.0  20  491  162 276 -432  0
4291500 2781500  4 22 16  21.4 1005   7  2.5 0  3.2  20  371  154 277 -431  0
4291500 2781500  4 22 17  20.8 1004 337  3.8 0  3.4  22  228  137 278 -422  0
4291500 2781500  4 22 18  19.5 1004 341  3.9 0  3.3  22  110   95 274 -410  0
4291500 2781500  4 22 19  17.2 1004 353  2.8 2  3.3  25   13   38 275 -397  0
4291500 2781500  4 22 20  15.0 1004   4  3.5 2  3.5  30    0    0 275 -384  0
4291500 2781500  4 22 21  13.0 1004 354  3.3 2  3.2  32    0    0 266 -374  0
4291500 2781500  4 22 22  11.8 1003 353  3.0 1  3.0  33    0    0 255 -366  0
4291500 2781500  4 22 23  10.3 1003 340  2.8 0  3.1  37    0    0 243 -360  0
4291500 2781500  4 22 24   9.1 1003 319  2.1 1  3.4  46    0    0 242 -353  0
4291500 2781500  4 23  1   7.3 1003 302  2.1 0  3.8  56    0    0 239 -348  0
4291500 2781500  4 23  2   5.9 1003 298  2.1 0  4.1  67    0    0 233 -343  0
4291500 2781500  4 23  3   5.1 1003 295  2.2 0  4.2  75    0    0 230 -340  0
4291500 2781500  4 23  4   4.0 1003 295  2.2 0  4.1  78    0    0 226 -337  0
4291500 2781500  4 23  5   3.7 1003   8  2.0 1  4.1  81    0    0 228 -335  0
4291500 2781500  4 23  6   4.0 1004 316  1.8 2  4.1  82    2   17 236 -336  0
4291500 2781500  4 23  7   6.0 1004 322  2.4 3  4.3  78   84   78 245 -342  0
4291500 2781500  4 23  8   9.0 1004 320  2.4 1  4.6  70  275   92 247 -355  0
4291500 2781500  4 23  9  11.0 1004 316  2.2 1  4.9  64  426   98 247 -372  0
4291500 2781500  4 23 10  13.4 1004 311  2.1 1  5.1  57  574   94 255 -392  0
4291500 2781500  4 23 11  15.6 1006 349  3.0 0  5.2  50  547  163 261 -411  0
4291500 2781500  4 23 12  16.6 1005   6  4.2 3  5.0  43  343  305 278 -426  0
4291500 2781500  4 23 13  17.6 1005  35  4.9 2  4.6  38  447  265 292 -434  0
4291500 2781500  4 23 14  17.2 1005  32  4.9 3  4.4  35  290  314 295 -435  0
4291500 2781500  4 23 15  17.7 1005  42  5.2 3  4.4  35  273  276 300 -433  0
4291500 2781500  4 23 16  17.9 1004   6  4.7 2  4.5  35  156  245 298 -424  0
4291500 2781500  4 23 17  17.7 1004  31  4.5 3  4.5  36  100  182 299 -417  0
4291500 2781500  4 23 18  16.5 1004  25  4.0 3  4.6  38   23  111 300 -411  0
4291500 2781500  4 23 19  14.8 1005  36  2.9 5  4.6  41    2   36 302 -400  0
4291500 2781500  4 23 20  13.1 1005  60  4.3 4  4.7  47    0    0 299 -390  0
4291500 2781500  4 23 21  10.4 1005  39  2.3 1  4.7  55    0    0 280 -383  0
4291500 2781500  4 23 22   8.5 1006   8  1.4 0  4.9  66    0    0 260 -377  0
4291500 2781500  4 23 23   6.1 1006 355  1.2 0  5.1  79    0    0 251 -371  0
4291500 2781500  4 23 24   5.4 1006 275  1.3 1  4.7  82    0    0 247 -364  0
4291500 2781500  4 24  1   4.0 1007 337  1.0 1  4.5  85    0    0 247 -358  0
4291500 2781500  4 24  2   3.5 1007 284  1.4 1  4.5  91    0    0 246 -353  0
